poet_id,nom_canonique,nom_famille,nom_variantes,holdouts,anth_Buk_Vang_1972,streets_inside_1978,poetry_loves_poetry_1985,invocation_LA_1989,grand_passion_1995,stand_up_1990,stand_up_2002,leimert_park_2006,wide_awake_2015,cross_strokes_2015,coiled_serpent_2016,leimert_park_redux_2017,workshop_beyond_baroque_2018,lapl_list,laureat,mohr_blog_absents
258,Wendy James,James,Tcheconsase,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
259,David James,James,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1
260,Paul Jarrico,Jarrico,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
261,David St. John,St. John,,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,0
262,James Evert Jones,Jones,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
263,Lois P. Jones,Jones,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0
264,Harry Gamboa Jr.,Gamboa,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0
265,Grover Jacoby Jr.,Jacoby,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
266,Traci Kato-Kiriyama,Kato-Kiriyama,traci kato-kiriyama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0
267,Douglas Kearney,Kearney,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,,0
268,Hanson Kellogg,Kellogg,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
269,Karen Kevorkian,Kevorkian,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0
270,Ed Kienholz,Kienholz,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
271,Stanley Kiesel,Kiesel,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
272,Chungmi Kim,Kim,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
273,Susan King,King,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
274,Linda King,King,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
275,Robert Kirsch,Kirsch,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
276,Jonathan Kirsch,Kirsch,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
277,Kaaren Kitchell,Kitchell,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
278,Doug Knott,Knott,,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,,0
279,Ron Koertge,Koertge,,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,,0
280,Steve Kowit,Kowit,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
281,Ian Krieger,Krieger,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1
282,Nancy Krusoe,Krusoe,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
283,James Krusoe,Krusoe,,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,1
284,Harvey Kubernik,Kubernik,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
285,Suzanne Lacy,Lacy,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
286,Maurice Lacy,Lacy,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
287,Tom Laichas,Laichas,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0
288,Michael Lally,Lally,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,1
289,Frona Lane,Lane,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
290,Haley Laningham,Laningham,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
291,Carlos Lara,Lara,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0
292,Teka Lark,Lark,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
293,Carl Larsen,Larsen,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
294,Christine Larusso,Larusso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
295,Anthony A. Lee,Lee,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
296,Janice Lee,Lee,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
297,Julayne Lee,Lee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
298,Carol Lem,Lem,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
299,Lester Lennon,Lennon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
300,Russell Leong,Leong,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0
302,Peter Levitt,Levitt,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
303,Carol Lewis,Lewis,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
304,Robin Coste Lewis,Lewis,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Los Angeles,0
305,Kimberly Lieu,Lieu,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
306,Martha Lifson,Lifson,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
307,Mark Lipman,Lipman,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
308,Lawrence Lipton,Lipton,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
309,Kenji Liu,Liu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
310,Gerald Locklin,Locklin,,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,,0
311,Philomene Long,Long,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Venice,1
312,Jaime Lopez,Lopez,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
313,Bia Lowe,Lowe,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
314,Josslyn Luckett,Luckett,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
315,Jason Luckett,Luckett,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
316,Eve Luckring,Luckring,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
317,Oshea Luja,Luja,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
318,Melanie Luja,Luja,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
319,Suzanne Lummis,Lummis,,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,,0
320,Rick Lupert,Lupert,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
321,K. Curtis Lyle,Lyle,Curtis Lyle,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
322,Phoebe MacAdams,MacAdams,,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,,0
323,Lewis MacAdams,MacAdams,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,0
324,Sarah Maclay,Maclay,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,0
325,Robert Mader-Kammer,Mader-Kammer,Robert Mäder-Kammer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
326,Ruth Madievsky,Madievsky,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0
327,Mad Mike Magdalani,Magdalani,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
328,Karineh Mahdessian,Mahdessian,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
329,Marvin Malone,Malone,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
330,Barbara Maloutas,Maloutas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
331,Albert Maltz,Maltz,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
332,Nichola Manning,Manning,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
333,Lynn Manning,Manning,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,0
334,Douglas Manuel,Manuel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
335,Ray Manzarek,Manzarek,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
336,Ymasumac Maranon,Maranon,Ymasumac Marañón,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0
337,William Margolis,Margolis,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0
338,Ruthie Marlene,Marlene,Ruthie Marlenée,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
339,John Martin,Martin,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
340,Jeffery Martin,Martin,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
341,Ruben Martinez,Martinez,Rubén Martínez,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0
342,D Hideo Maruyama,Maruyama,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
343,Keith Antar Mason,Mason,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,0
344,Holaday Mason,Mason,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0
345,James Boyer May,May,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
346,Anthony McCann,McCann,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
347,Horace McCoy,McCoy,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
348,Ross McDonald,McDonald,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
349,Rhiannon McGavin,McGavin,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
350,Thomas McGrath,McGrath,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
351,Carey McWilliams,McWilliams,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
352,Deborah Meadows,Meadows,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
353,Murray Mednick,Mednick,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
354,Jose Mendivil,Mendivil,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
355,Sequoia Olivia Mercier,Mercier,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0
356,Douglas Messerli,Messerli,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
357,Deena Metzger,Metzger,,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0
358,Bert Meyers,Meyers,Bert Myers,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1
359,Robert Mezey,Mezey,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0
360,Rondo Mieczkowski,Mieczkowski,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
361,Elena Minor,Minor,elena minor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
362,Rhonda Lynn Mitchell,Mitchell,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
363,Penelope Moffet,Moffet,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
364,Bill Mohr,Mohr,William Mohr,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,,0
365,Alejandro Molina,Molina,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
366,Thea Monyee,Monyee,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
367,Cher'rie Moraga,Moraga,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
368,James Ryan Morris,Morris,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
369,Henry J. Morro,Morro,,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,,0
370,Walter Moseley,Moseley,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
371,Sybil Mosely,Mosely,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
372,Suzanne Muchnic,Muchnic,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
373,Judy Mudfoot,Mudfoot,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
374,Merilene M. Murphy,Murphy,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0
375,Carol Muske-Dukes,Muske-Dukes,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0
376,Majid Naficy,Naficy,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0
377,Marty Nakel,Nakel,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
378,Jim Natal,Natal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
379,Mindy Nettifee,Nettifee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
380,Sasha Newborn,Newborn,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
381,Charley Newman,Newman,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
382,Julia Newman,Newman,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
383,Gail Newman,Newman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
384,Terri Niccum,Niccum,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
385,Alice Nicholas,Nicholas,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
386,Ann Nietzsche,Nietzsche,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
387,Janet Nippell,Nippell,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
388,Art Nixon,Nixon,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0
389,Victor Noel,Noel,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0
390,Marisela Norte,Norte,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
391,Harry Northup,Northup,,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,,0
392,Estelle Gershgoren Novak,Novak,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
393,V. Kali Nurigan,Nurigan,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0
394,Marsha De la O,De la O,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
395,Jamie O'Halloran,O'Halloran,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
396,William Oandasan,Oandasan,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
397,Akilah Nayo Oliver,Oliver,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0
398,Wendy C. Ortiz,Ortiz,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
399,Martin Ott,Ott,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
400,Rosella Pace,Pace,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
401,Javier Pacheco,Pacheco,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0
402,Judith Pacht,Pacht,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0
403,Nancy Padron,Padron,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
404,Melinda Palacio,Palacio,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
405,Rae Paris,Paris,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
406,Morgan Parker,Parker,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
407,T. Jefferson Parker,Parker,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
408,Blanche Paul,Paul,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
409,Sherman Pearl,Pearl,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,0
410,Marlene Pearson,Pearson,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0
411,Candace Pearson,Pearson,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0
412,Gerda Penfold,Penfold,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
413,Cece Peri,Peri,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
414,Suzan Perkoff,Perkoff,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
415,Stuart Z. Perkoff,Perkoff,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1
416,Alice Pero,Pero,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0
417,Robert Peters,Peters,,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,1
418,Dennis Phillips,Phillips,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0
419,Ramona Pilar,Pilar,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
420,William Pillin,Pillin,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
421,Ben Pleasants,Pleasants,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
422,Robin Podolsky,Podolsky,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
423,Doraine Poretz,Poretz,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
424,Nailah Porter,Porter,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
425,Holly Prado,Prado,,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,,0
426,Eric Priestley,Priestley,E.J. Priestley; Eric John Priestley,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,0
427,Jerry Quickley,Quickley,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
428,Naomi Quinonez,Quinonez,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0
429,Arturo Quiros,Quiros,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
430,Claire Rabe,Rabe,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
431,James Ragan,Ragan,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0
432,Jed Rasula,Rasula,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
433,Arlene Raven,Raven,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
434,Linda Ravenswood,Ravenswood,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0
435,Donald Rawley,Rawley,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
436,A. Razor,Razor,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
437,John Rechy,Rechy,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
438,Ellen Reich,Reich,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Malibu,0
439,Steven Reigns,Reigns,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,West Hollywood,0
440,Naomi Replansky,Replansky,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
441,Luivette Resto,Resto,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
442,Michael Reyes,Reyes,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
443,Erika Reyes,Reyes,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
444,Thelma T. Reyna,Reyna,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
445,Tim Reynolds,Reynolds,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,1
446,Arte Richer,Richer,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
447,Steve Richmond,Richmond,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
448,Frankie Rios,Rios,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
449,El Rivera,Rivera,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
450,Sophia Rivera,Rivera,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
451,Doren Robbins,Robbins,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,1
452,Ariel Robello,Robello,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
453,Marilyn Robertson,Robertson,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
454,Brooks Roddan,Roddan,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1
455,Luis J. Rodriguez,Rodriguez,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Los Angeles,0
456,Aleida Rodriguez,Rodriguez,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,1
457,Daniela Rodriguez,Rodriguez,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
458,Trini Rodriguez,Rodriguez,Matriz,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
459,Claudia Rodriguez,Rodriguez,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
460,Norma Rodriguez,Rodriguez,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
461,Ramiro D. Rodriguez,Rodriguez,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
462,Jeff Rogers,Rogers,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
463,Edwin Rolfe,Rolfe,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
464,Henry Rollins,Rollins,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
465,Conrad Romo,Romo,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
466,Jessica Romoff,Romoff,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
467,Martha Ronk,Ronk,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
468,Sylvia Rosen,Rosen,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
469,Lee Rossi,Rossi,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
470,Melissa Roxas,Roxas,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0
471,Ed Ruscha,Ruscha,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
472,Beth Ruscio,Ruscio,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0
473,A.P. Russo,Russo,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
474,Mehnaz Sahibzada,Sahibzada,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
475,Pogo Saito,Saito,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
476,Jerome Sala,Sala,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
477,Maya Salameh,Salameh,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
478,Abel Salas,Salas,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
479,Mark Salerno,Salerno,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
480,Alejandra Sanchez,Sanchez,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
481,Georgiana Valoyce Sanchez,Sanchez,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0
482,Cathie Sandstrom,Sandstrom,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0
483,T Sarmina,Sarmina,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
484,Standard Schaeffer,Schaeffer,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1
485,Nicky Sa-eun Schildkraut,Schildkraut,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
486,Peter Schjeldahl,Schjeldahl,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0
487,Peter Schneidre,Schneidre,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1
488,Budd Schulberg,Schulberg,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
489,Tony Scibella,Scibella,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
490,Adrian Scott,Scott,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
491,Matt Sedillo,Sedillo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
492,Anthony Seidman,Seidman,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1
493,Patty Seyburn,Seyburn,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
494,S. Pearl Sharp,Sharp,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,0
495,Michael Shepler,Shepler,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0
496,Mahtem Shiferraw,Shiferraw,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
497,Nancy Shiffrin,Shiffrin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
498,Lynn Shoemaker,Shoemaker,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
499,David Shook,Shook,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
500,Renee Simms,Simms,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
501,Norton Simon,Simon,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
502,Romus Simpson,Simpson,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0
503,Hiram Sims,Sims,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
504,Willie Sims,Sims,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
505,Jack Skelley,Skelley,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
506,Joan Jobe Smith,Smith,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,1
507,Frances Dean Smith,Smith,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
508,George Drury Smith,Smith,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
509,Raaki Solomon,Solomon,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
510,Brian Sonia-Wallace,Sonia-Wallace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,West Hollywood,0
511,Mike Sonksen,Sonksen,Mike the Poet,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,,0
512,Phil Spector,Spector,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
513,Lawrence Spingarn,Spingarn,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
514,Donna Spruijt-Metz,Spruijt-Metz,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
515,A.C. Lyons Sr.,Lyons,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0
516,Ann Stanford,Stanford,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
517,Robert Stanley,Stanley,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
518,Timothy Steele,Steele,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,0
519,Brian Kim Stefans,Stefans,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
520,Julia Stein,Stein,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
521,Charles Stetler,Stetler,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
522,Austin Straus,Straus,,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,,0
523,John Struloeff,Struloeff,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malibu,0
524,Rob Sullivan,Sullivan,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
525,Hannibal Tabu,Tabu,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0
526,Ambika Talwar,Talwar,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
527,Amber Tamblyn,Tamblyn,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
528,Horace Tapscott,Tapscott,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
529,Roger Taus,Taus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
530,Judith Taylor,Taylor,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0
531,Jervey Tervalon,Tervalon,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0
