annee,guest_editor,nom_poete,titre_poeme,revue,nom_famille
2016,Edward Hirsch,Garrett Hongo,I Got Heaven . . .,Miramar,Hongo
2016,Edward Hirsch,Erin Hoover,Girls,Crab Orchard Review,Hoover
2016,Edward Hirsch,Richard Howard,85 Off & On,The Yale Review,Howard
2016,Edward Hirsch,T. R. Hummer,Minutiae,Hinchas de Poesia,Hummer
2016,Edward Hirsch,Ishion Hutchinson,Morning Tableau,Connotation Press,Hutchinson
2016,Edward Hirsch,Major Jackson,Aubade,The New Yorker,Jackson
2016,Edward Hirsch,David St. John,Vineyard,The Southern Review,John
2016,Edward Hirsch,Lawrence Joseph,Visions of Labor,The London Review of Books,Joseph
2016,Edward Hirsch,Julie Kane,As If,Cherry Tree,Kane
2016,Edward Hirsch,Suji Kwock Kim,Return of the Native,Ploughshares,Kim
2016,Edward Hirsch,Loretta Collins Klobah,Tissue Gallery,The New Yorker,Klobah
2016,Edward Hirsch,John Koethe,The Swimmer,The Paris Review,Koethe
2016,Edward Hirsch,Yusef Komunyakaa,The Fool,Tin House,Komunyakaa
2016,Edward Hirsch,Keetje Kuipers,"We drive home from the lake, sand in our shoes,",Gulf Coast,Kuipers
2016,Edward Hirsch,Deborah Landau,Solitaire,The New Yorker,Landau
2016,Edward Hirsch,Joseph Chapman and Laura Eve Engel,32 Fantasy Football Teams,32 Poems,Engel
2016,Edward Hirsch,Li-Young Lee,Folding a Five-Cornered Star So the Corners Meet,Image,Lee
2016,Edward Hirsch,Philip Levine,More Than You Gave,The New Yorker,Levine
2016,Edward Hirsch,Larry Levis,d,The Southern Review,Levis
2016,Edward Hirsch,Robin Coste Lewis,On the Road to Sri Bhuvaneshwari,Los Angeles Review of Books,Lewis
2016,Edward Hirsch,Thomas Lux,Ode While Awaiting Execution,Ploughshares,Lux
2016,Edward Hirsch,Paul Mariani,Psalm for the Lost,Image,Mariani
2016,Edward Hirsch,Debra Marquart,Lament,New Letters,Marquart
2016,Edward Hirsch,Cate Marvin,High School in Schuzou,New England Review,Marvin
2016,Edward Hirsch,Morgan Parker,Everything Will Be Taken Away,Paperbag,Parker
2016,Edward Hirsch,Hai-Dang Phan,"My Father's ""Norton Introduction to Literature,Third Edition"" (1981)",Poetry,Phan
2016,Edward Hirsch,Rowan Ricardo Phillips,The First Last Light in the Sky,The Common,Phillips
2016,Edward Hirsch,Stanley Plumly,"Variation on a Line from Elizabeth Bishop's ""Five Flights Up""",Poetry,Plumly
2016,Edward Hirsch,James Richardson,Late Aubade,The Yale Review,Richardson
2016,Edward Hirsch,Patrick Rosal,At the Tribunals,New England Review,Rosal
2016,Edward Hirsch,Brenda Shaughnessy,But I'm the Only One,The Literary Review,Shaughnessy
2016,Edward Hirsch,Anya Silver,Maid Maleen,Harvard Review,Silver
2016,Edward Hirsch,Taije Silverman,Grief,The Massachusetts Review,Silverman
2016,Edward Hirsch,Tom Sleigh,Prayer for Recovery,Raritan,Sleigh
2016,Edward Hirsch,A.E. Stallings,"Alice, Bewildered",The Virginia Quarterly Review,Stallings
2016,Edward Hirsch,Frank Stanford,Cotton You Lose in the Field,The Academy of American Poets Poem-a-Day,Stanford
2016,Edward Hirsch,Susan Stewart,What Piranesi Knew,The Paris Review,Stewart
2016,Edward Hirsch,Nomi Stone,Drones: An Exercise in Awe-Terror,Tahoma Literary Review,Stone
2016,Edward Hirsch,Adrienne Su,Peaches,The Academy of American Poets Poem-a-Day,Su
2016,Edward Hirsch,James Tate,Dome of the Hidden Temple,jubilat,Tate
2016,Edward Hirsch,Lee Upton,The Apology,The New Yorker,Upton
2016,Edward Hirsch,C. K. Williams,Hog,The New Yorker,Williams
2016,Edward Hirsch,Eleanor Wilner,To Think of How Cold,New Ohio Review,Wilner
2016,Edward Hirsch,Al Young,The Drummer Omar: Poet of Percussion,Brilliant Corners,Young
2017,Natasha Trethewey,Dan Albergotti,Weapons Discharge Report,storySouth,Albergotti
2017,Natasha Trethewey,John Ashbery,Commotion of the Birds,Harper's,Ashbery
2017,Natasha Trethewey,Mary Jo Bang,Admission,The Paris Review,Bang
2017,Natasha Trethewey,David Barber,On a Shaker Admonition,The American Scholar,Barber
2017,Natasha Trethewey,Bruce Bond,Homage to a Painter of Small Things,Raritan,Bond
2017,Natasha Trethewey,John Brehm,Intrigue in the Trees,The Sun,Brehm
2017,Natasha Trethewey,Jericho Brown,Bullet Points,BuzzFeed,Brown
2017,Natasha Trethewey,Cyrus Cassells,Elegy with a Gold Cradle,AGNI,Cassells
2017,Natasha Trethewey,Isaac Cates,Fidelity and the Dead Singer,The American Scholar,Cates
2017,Natasha Trethewey,Alison Cobb,I Forgive You,Denver Quarterly,Cobb
2017,Natasha Trethewey,Leonard Cohen,Steer Your Way,The New Yorker,Cohen
2017,Natasha Trethewey,Michael Collier,A Wild Tom Turkey,Ploughshares,Collier
2017,Natasha Trethewey,Billy Collins,The Present,New Ohio Review,Collins
2017,Natasha Trethewey,Carl Dennis,Two Lives,The New Yorker,Dennis
2017,Natasha Trethewey,Claudia Emerson,Spontaneous Remission,The Southern Review,Emerson
2017,Natasha Trethewey,David Feinstein,Kaddish,jubilat,Feinstein
2017,Natasha Trethewey,Caolyn Forche,The Boatman,Poetry,Forche
2017,Natasha Trethewey,Vievee Francis,"Given to These Proclivities, By God",Cherry Tree,Francis
2017,Natasha Trethewey,Reginal Gibbons,Canasta,Ploughshares,Gibbons
2017,Natasha Trethewey,Margaret Gibson,Passage,The Southern Review,Gibson
2017,Natasha Trethewey,Aracelis Girmay,from The Black Maria,Harvard Review,Girmay
2017,Natasha Trethewey,Jeffrey Harrison,Higher Education,The Yale Review,Harrison
2017,Natasha Trethewey,Terrance Hayes,Ars Poetica with Bacon,The New Yorker,Hayes
2017,Natasha Trethewey,W.J.Herbert,Mounting the Dove Box,Southwest Review,W.J.Herbert
2017,Natasha Trethewey,Tony Hoagland,Cause of Death: Fox News,The Sun,Hoagland
2017,Natasha Trethewey,John Hodgen,Hamlet Texts Guildenstern about Playing upon the Pipe,The Antioch Review,Hodgen
2017,Natasha Trethewey,David Brendan Hopes,Certain Things,New Ohio Review,Hopes
2017,Natasha Trethewey,Major Jackson,The Flâneur Tends a Well-Liked Summer Cocktail,The Virginia Quarterly Review,Jackson
2017,Natasha Trethewey,John James,History (n.),The Kenyon Review,James
2017,Natasha Trethewey,Rodney Jones,Homecoming,The Kenyon Review,Jones
2017,Natasha Trethewey,Fady Joudah,Progress Notes,The Kenyon Review,Joudah
2017,Natasha Trethewey,Meg Kearney,Grackle,The Massachusetts Review,Kearney
2017,Natasha Trethewey,Emily Van Kley,Dear Skull,The Georgia Review,Kley
2017,Natasha Trethewey,John Koethe,The Age of Anxiety,Raritan,Koethe
2017,Natasha Trethewey,Yusef Komunyakaa,from The Last Bohemian of Avenue A,American Poetry Review,Komunyakaa
2017,Natasha Trethewey,Danusha Lameris,The Watch,American Poetry Review,Lameris
2017,Natasha Trethewey,Dorianne Laux,Lapse,Plume,Laux
2017,Natasha Trethewey,Philip Levine,Rain in Winter,The Threepenny Review,Levine
2017,Natasha Trethewey,Amit Majmudar,Kill List,The Nation,Majmudar
2017,Natasha Trethewey,Jamaal May,Things That Break,Ploughshares,May
2017,Natasha Trethewey,Judson Mitchan,White,Cave Wall,Mitchan
2017,Natasha Trethewey,John Murillo,"Upon Reading That Eric Dolphy Transcribed Even the Calls of Certain Species of Birds,",Poetry,Murillo
2017,Natasha Trethewey,Nickole Brown,The Dead,Cave Wall,Brown
2017,Natasha Trethewey,Joyce Carol Oates,To Marlon Brando in Hell,Salmagundi,Oates
2017,Natasha Trethewey,Sharon Olds,Ode to the Glans,Ploughshares,Olds
2017,Natasha Trethewey,Mattew Olzmann,Letter Beginning with Two Lines by Czeslaw Milosz,Poem-a-Day,Olzmann
2017,Natasha Trethewey,Gregory Orr,Three Dark Proverb Sonnets,Mississippi Review,Orr
2017,Natasha Trethewey,Carl Phillips,Rockabye,Callaloo,Phillips
2017,Natasha Trethewey,Rowan Ricardo Phillips,Halo,The American Scholar,Phillips
2017,Natasha Trethewey,Robert Pinsky,Names,Salmagundi,Pinsky
2017,Natasha Trethewey,Stanley Plumly,Poliomyelitis,Ploughshares,Plumly
2017,Natasha Trethewey,Dan Beachy-Quick,Apophatic,Harvard Review,Beachy-Quick
2017,Natasha Trethewey,Paisley Rekdal,"Assemblage of Ruined Plane Parts, Vietnam Military Museum, Hanoi",The Kenyon Review,Rekdal
2017,Natasha Trethewey,Michael Ryan,The Mercy Home,The Kenyon Review,Ryan
2017,Natasha Trethewey,Sherod Santos,I Went for a Walk in Winter,Harvard Review,Santos
2017,Natasha Trethewey,Taije Silverman,Where to Put It,The Georgia Review,Silverman
2017,Natasha Trethewey,Charles Simic,Seeing Things,The Threepenny Review,Simic
2017,Natasha Trethewey,Danez Smith,last summer of innocence,Prairie Schooner,Smith
2017,Natasha Trethewey,Maggie Smith,Good Bones,Waxwing,Smith
2017,Natasha Trethewey,R. T. Smith,Maricón,Prairie Schooner,Smith
2017,Natasha Trethewey,David St. John,Emanations,The Southern Review,John
2017,Natasha Trethewey,A. E. Stallings,Shattered,Harvard Review,Stallings
2017,Natasha Trethewey,Pamela Sutton,Afraid to Pray,Prairie Schooner,Sutton
2017,Natasha Trethewey,Chase Twichell,Sad Song,Salmagundi,Twichell
2017,Natasha Trethewey,James Valvis,Something,The Sun,Valvis
2017,Natasha Trethewey,Wendy Videlock,Deconstruction,The Hopkins Review,Videlock
2017,Natasha Trethewey,Lucy Wainger,Scheherazade,Poetry,Wainger
2017,Natasha Trethewey,Crystal Williams,Double Helix,American Poetry Review,Williams
2017,Natasha Trethewey,Chrisian Wiman,Prelude,The Sewanee Review,Wiman
2017,Natasha Trethewey,Monica Youn,Greenacre,New England Review,Youn
2017,Natasha Trethewey,C. Dale Young,Precatio simplex,The Collagist,Young
2017,Natasha Trethewey,Dean Young,Infinitives,American Poetry Review,Young
2017,Natasha Trethewey,Kevin Young,Money Road,The New Yorker,Young
2017,Natasha Trethewey,Matthew Zapruder,Poem for Vows,Poem-a-Day,Zapruder
2018,Dana Gioia,Allison Adair,Miscarriage,Southwest Review,Adair
2018,Dana Gioia,Kavey Akbar,Against Dying,Tin House,Akbar
2018,Dana Gioia,Julia Alvarez,American Dreams,America,Alvarez
2018,Dana Gioia,A.R. Ammons,Finishing Up,Poetry,Ammons
2018,Dana Gioia,David Barber,Sherpa Song,Southwest Review,Barber
2018,Dana Gioia,Andrew Bertaina,A Translator's Note,The Threepenny Review,Bertaina
2018,Dana Gioia,Frank Bidart,Mourning What We Thought We Were,The New Yorker,Bidart
2018,Dana Gioia,Bruce Bond,Anthem,Denver Quarterly,Bond
2018,Dana Gioia,George Bradley,Those Were the Days,Raritan,Bradley
2018,Dana Gioia,Joyce Clement,Birds Punctuate the Days,Modern Haiku,Clement
2018,Dana Gioia,Brendan Constatine,The Opposites Game,The American Journal of Poetry,Constatine
2018,Dana Gioia,Maryann Corbett,"Prayer Concerning the New, More 'Accurate' Translation of Certain Prayers",Rattle,Corbett
2018,Dana Gioia,Robert Cording,Toast to My Dead Parents,The Sewanee Review,Cording
2018,Dana Gioia,Cynthia Cruz,Artaud,Bennington Review,Cruz
2018,Dana Gioia,Dick Davis,A Personal Sonnet,The Hudson Review,Davis
2018,Dana Gioia,Warren Decker,Today's Special,Think Journal,Decker
2018,Dana Gioia,Dante Di Stefano,Reading Dostoyevsky at Seventeen,Met Magazine,Stefano
2018,Dana Gioia,Nausheen Eusuf,Pied Beauty,The Birmingham Poetry Review,Eusuf
2018,Dana Gioia,Jonathan Galassi,Orient Epithalamion,The New Yorker,Galassi
2018,Dana Gioia,Jessica Goodfellow,Test,The Southern Review,Goodfellow
2018,Dana Gioia,Sonia Greenfield,Ghost Ship,Rattle,Greenfield
2018,Dana Gioia,Joy Harjo,An American Sunrise,Poetry,Harjo
2018,Dana Gioia,Terrance Hayes,American Sonnet for My Past and Future Assassin,The New Yorker,Hayes
2018,Dana Gioia,Ernest Hilbert,Mars Ultor,Academic Questions,Hilbert
2018,Dana Gioia,R. Nemo Hill,The View from The Bar,The Hopkins Review,Hill
2018,Dana Gioia,Tony Hoagland,Into the Mystery,The Sun,Hoagland
2018,Dana Gioia,Anna Maria Hong,"Yonder, a Rental",Ecotone,Hong
2018,Dana Gioia,Paul Hoover,I Am the Size of What I See,Fifth Wednesday Journal,Hoover
2018,Dana Gioia,Marie Howe,Walking Home,The New York Times Magazine,Howe
2018,Dana Gioia,Mandy Kahn,Ives,Ambit,Kahn
2018,Dana Gioia,Ilya Kaminsky,We Lived Happily During the War,American Poetry Review,Kaminsky
2018,Dana Gioia,Stephen Kampa,The Quiet Boy,The Birmingham Poetry Review,Kampa
2018,Dana Gioia,Donika Kelly,Love Poem: Chimera,Gulf Coast,Kelly
2018,Dana Gioia,Karl Kirchwey,Palazzo Maldura,Plume,Kirchwey
2018,Dana Gioia,Nate Klug,Aconite,Raritan,Klug
2018,Dana Gioia,Suji Kwock Kim,Sono,Southword,Kim
2018,Dana Gioia,Robin Coste Lewis,Using Black to Paint Light: Walking Through a Matisse Exhibit Thinking about the Arctic and Matthew Henson,Gulf Coast,Lewis
2018,Dana Gioia,David Mason,First Christmas in the Village,The New Criterion,Mason
2018,Dana Gioia,Robert Morgan,Window,Southern Poetry Review,Morgan
2018,Dana Gioia,Aimee Nezhukumatathill,Invitation,Poetry,Nezhukumatathill
2018,Dana Gioia,Hieu Minh Nguyen,B.F.F.,BuzzFeed,Nguyen
2018,Dana Gioia,Alfred Nicol,Addendum,First Things,Nicol
2018,Dana Gioia,Nkosi Nkululeko,Skin Deep,The Adroit Journal,Nkululeko
2018,Dana Gioia,Sheana Ochoa,Hands,Catamaran,Ochoa
2018,Dana Gioia,Sharon Olds,Silver Spoon Ode,The Nation,Olds
2018,Dana Gioia,Jacqueline Osherow,Tilia cordata,The Antioch Review,Osherow
2018,Dana Gioia,Mike Owens,Sad Math,The Way Back,Owens
2018,Dana Gioia,Elise Paschen,The Week Before She Died,The Virginia Quarterly Review,Paschen
2018,Dana Gioia,Jessica Piazza,Bells' Knells,Smartish Pace,Piazza
2018,Dana Gioia,Wang Ping,??-Lao Jia,Poetry,Ping
2018,Dana Gioia,Aaron Poochigian,"Happy Birthday, Herod",The New Criterion,Poochigian
2018,Dana Gioia,Ruben Quesada,Angels in the Sun,American Poetry Review,Quesada
2018,Dana Gioia,Alexandra Lytton Regalado,La Mano,Green Mountains Review,Regalado
2018,Dana Gioia,Paisley Rekdal,Philomela,Narrative,Rekdal
2018,Dana Gioia,Michael Robbins,Walkman,The Paris Review,Robbins
2018,Dana Gioia,J. Allyn Rosser,Personae Who Got Loose,Copper Nickel,Rosser
2018,Dana Gioia,Mary Ruefle,Genesis,Poetry,Ruefle
2018,Dana Gioia,Kay Ryan,Some Transcendent Addiction to the Useless,Parnassus,Ryan
2018,Dana Gioia,Mary Jo Salter,We'll Always Have Parents,The Common,Salter
2018,Dana Gioia,Jason Schneiderman,Voxel,The Literary Review,Schneiderman
2018,Dana Gioia,Nicole Sealey,A Violence,The New Yorker,Sealey
2018,Dana Gioia,Michael Shewmaker,Advent,The Sewanee Review,Shewmaker
2018,Dana Gioia,Carment Gimenez Smith,Dispatch from Midlife,Colorado Review,Smith
2018,Dana Gioia,Tracy K. Smith,An Old Story,The Nation,Smith
2018,Dana Gioia,Gary Snyder,Why California Will Never Be Like Tuscany,Catamaran,Snyder
2018,Dana Gioia,Susan De Sola,The Wive's of the Poets,The Dark Horse,Sola
2018,Dana Gioia,A. E. Stallings,Pencil,The Atlantic Monthly,Stallings
2018,Dana Gioia,Anne Stevenson,How Poems Arrive,The Hudson Review,Stevenson
2018,Dana Gioia,Adrienne Su,Substitutions,New England Review,Su
2018,Dana Gioia,Natasha Trethewey,Shooting Wild,Poet Lore,Trethewey
2018,Dana Gioia,Agnieszka Tworek,Grief Runs Untamed,The Sun,Tworek
2018,Dana Gioia,G. C. Waldrep,"Dear Office in Which I Must Account for Tears,",Seneca Review,Waldrep
2018,Dana Gioia,James Matthew Wilson,On a Palm,Presence,Wilson
2018,Dana Gioia,Ryan Wilson,Face It,The New Criterion,Wilson
2018,Dana Gioia,Christian Wiman,Assembly,"Resistance, Rebellion, Life: 50 Poems Now",Wiman
2020,Paisley Rekdal,Julia Alvarez,Saving the Children,The Nation,Alvarez
2020,Paisley Rekdal,Brandon Amico,Customer Loyalty Program,The Kenyon Review,Amico
2020,Paisley Rekdal,Rick Barot,from The Galleons,Poetry,Barot
2020,Paisley Rekdal,Kaveh Bassiri,Invention of I,Copper Nickel,Bassiri
2020,Paisley Rekdal,Reginald Dwayne Betts,A Man Drops a Coat on the Sidewalk and Almost Falls into the Arms of Another,Tin House,Betts
2020,Paisley Rekdal,Ryan Black,Nothing Beats a Fair,The Southern Review,Black
2020,Paisley Rekdal,Bruce Bond,Bells,Michigan Quarterly Review,Bond
2020,Paisley Rekdal,William Brewer,Orange,American Poetry Review,Brewer
2020,Paisley Rekdal,Lucie Brock-Broido,Tender,Parnassus,Brock-Broido
2020,Paisley Rekdal,Victoria Chang,Obit,Mississippi Review,Chang
2020,Paisley Rekdal,Heather Christle,The Waking Life,Salamander,Christle
2020,Paisley Rekdal,Ama Codjoe,Becoming a Forest,The Adroit Journal,Codjoe
2020,Paisley Rekdal,Meg Day,In Line to Vote on Our Future Climate,Poetry Society of America,Day
2020,Paisley Rekdal,Timothy Donnelly,All Through the War,New England Review,Donnelly
2020,Paisley Rekdal,Hazem Fahmy,In Which the Devil Asks Me for My Name,Asian American Literary Review,Fahmy
2020,Paisley Rekdal,Vievee Francis,The Shore,The Virginia Quarterly Review,Francis
2020,Paisley Rekdal,Rachel Galvin,Little Death,The Nation,Galvin
2020,Paisley Rekdal,Julian Gewirtz,To X (Written on This Device You Made),Harvard Review,Gewirtz
2020,Paisley Rekdal,Regan Good,Birches Are the Gods' Favorite Tree,Copper Nickel,Good
2020,Paisley Rekdal,Christine Gosnay,Sex,Poetry,Gosnay
2020,Paisley Rekdal,Jorie Graham,It Cannot Be,The New York Review of Books,Graham
2020,Paisley Rekdal,Samuel Green,"On Patmos, Kneeling in the Panagia",Prairie Schooner,Green
2020,Paisley Rekdal,B C Griffith,Big Gay Ass Poem,Fence,Griffith
2020,Paisley Rekdal,Rachel Eliza Griffiths,Good Mother,Tin House,Griffiths
2020,Paisley Rekdal,Jennifer Grotz,The Conversion of Paul,New England Review,Grotz
2020,Paisley Rekdal,Camille Guthrie,During the Middle Ages,Iowa Review,Guthrie
2020,Paisley Rekdal,Janice N. Harrington,Putting the Pieces Together,Poetry Northwest,Harrington
2020,Paisley Rekdal,Tony Hoagland,Sunday at the Mall,New Ohio Review,Hoagland
2020,Paisley Rekdal,Kimberly Johnson,Fifteen,The Cincinnati Review,Johnson
2020,Paisley Rekdal,Troy Jollimore,The Garden of Earthly Delights,ZYZZYVA,Jollimore
2020,Paisley Rekdal,Ilya Kaminsky,In a Time of Peace,The New Yorker,Kaminsky
2020,Paisley Rekdal,Douglas Kearney,Sho,Poetry,Kearney
2020,Paisley Rekdal,Donika Kelly,I Never Figured How to Get Free,Poem-a-Day,Kelly
2020,Paisley Rekdal,Christopher Kempf,"After,",The Georgia Review,Kempf
2020,Paisley Rekdal,Steven Kleinman,Bear,The Gettysburg Review,Kleinman
2020,Paisley Rekdal,Jennifer L. Knox,The Gift,Ploughshares,Knox
2020,Paisley Rekdal,Yusef Komunyakaa,The Jungle,The New York Review of Books,Komunyakaa
2020,Paisley Rekdal,Corey Van Landingham,Recessional,Pleiades,Landingham
2020,Paisley Rekdal,Nick Lantz,After a Transcript of the Final Voicemails of 9/11 Victims,Copper Nickel,Lantz
2020,Paisley Rekdal,Shara Lessley,On Faith,The Gettysburg Review,Lessley
2020,Paisley Rekdal,Steven Leyva,When I Feel a Whoop Comin' On,jubilat,Leyva
2020,Paisley Rekdal,Cate Lycurgus,Locomotion,The Sewanee Review,Lycurgus
2020,Paisley Rekdal,Khaled Mattawa,Qassida to the Statue of Sappho in Mytilini,The Kenyon Review,Mattawa
2020,Paisley Rekdal,Jennifer Militello,The Punishment of One Is the Love Song of Another,Waxwing,Militello
2020,Paisley Rekdal,Susan Leslie Moore,Night of the Living,The Commuter,Moore
2020,Paisley Rekdal,John Murillo,"A Refusal to Mourn the Deaths, by Gunfire, of Three Men in Brooklyn",American Poetry Review,Murillo
2020,Paisley Rekdal,Hieu Minh Nguyen,Chasm,The Massachusetts Review,Nguyen
2020,Paisley Rekdal,Sharon Olds,Hyacinth Aria,AGNI,Olds
2020,Paisley Rekdal,Matthew Olzmann,"Letter to the Person Who, During the Q&A Session After the Reading, Asked for Career Advice",Waxwing,Olzmann
2020,Paisley Rekdal,Paul Otremba,Climate is Something Different,The Kenyon Review,Otremba
2020,Paisley Rekdal,Cecily Parks,The Seeds,New England Review,Parks
2020,Paisley Rekdal,Carl Phillips,Something to Believe In,Poem-a-Day,Phillips
2020,Paisley Rekdal,Stanley Plumly,At Night,Poem-a-Day,Plumly
2020,Paisley Rekdal,Jana Prikryl,Fox,American Poetry Review,Prikryl
2020,Paisley Rekdal,Kevin Prufer,Archaeology,Cherry Tree,Prufer
2020,Paisley Rekdal,Ariana Reines,A Partial History,Poetry,Reines
2020,Paisley Rekdal,Max Ritvo,The Poorly Built House,Parnassus,Ritvo
2020,Paisley Rekdal,Clare Rossini,The Keeper Will Enter the Cage,Parnassus,Rossini
2020,Paisley Rekdal,Robyn Schiff,American Cockroach,The New Yorker,Schiff
2020,Paisley Rekdal,Brandon Som,Shainadas,Poetry Northwest,Som
2020,Paisley Rekdal,Jon William Stout,Dysphonia,New England Review,Stout
2020,Paisley Rekdal,Arthur Sze,Sprang,Mānoa,Sze
2020,Paisley Rekdal,James Tate,The Prayer,Conduit,Tate
2020,Paisley Rekdal,Brian Teare,Sitting Isohydric Meditation,New England Review,Teare
2020,Paisley Rekdal,Craig Morgan Teicher,I Am a Father Now,Conduit,Teicher
2020,Paisley Rekdal,Lynne Thompson,"She talk like this 'cause me Mum born elsewhere, say",Pleiades,Thompson
2020,Paisley Rekdal,Matthew Thorburn,The Stag,Cave Wall,Thorburn
2020,Paisley Rekdal,Mehrnoosh Torbatnejad,"Isfahan, 2010",Michigan Quarterly Review,Torbatnejad
2020,Paisley Rekdal,Rosanna Warren,"Samson, 1674",The Paris Review,Warren
2020,Paisley Rekdal,Robert Wrigley,Machinery,The Georgia Review,Wrigley
2020,Paisley Rekdal,Ryo Yamaguchi,Reading Not Reading,Poetry Northwest,Yamaguchi
2020,Paisley Rekdal,John Yao,The President's Telegram,The Massachusetts Review,Yao
2020,Paisley Rekdal,Emily Yong,"Opioid, Alcohol, Despair",The Kenyon Review,Yong
2020,Paisley Rekdal,Monica Youn,Study of Two Figures (Pasiphaë/Sado),Poetry,Youn
2020,Paisley Rekdal,Matthew Zapruder,My Life,The New Yorker,Zapruder
2021,Tracy K. Smith,Louise Glück,Night School,The Threepenny Review,Glück
2021,Tracy K. Smith,Rosa Alcala,The Pyramid Scheme,Green Mountains Review,Alcala
2021,Tracy K. Smith,LAUREN K. ALLEYNE,Divination,Orion Magazine,ALLEYNE
2021,Tracy K. Smith,Jabari Asim,Some Call It God,Poem-a-Day,Asim
2021,Tracy K. Smith,Joshua Bennett,Benediction,Literary Hub,Bennett
2021,Tracy K. Smith,Destiny O. Birdsong,love poem that ends at popeyes,The Kenyon Review,Birdsong
2021,Tracy K. Smith,Susan Briante,Further Exercises,The Brooklyn Rail,Briante
2021,Tracy K. Smith,Jericho Brown,Work,The Art Section,Brown
2021,Tracy K. Smith,Christopher Buckley,After Tu Fu,Five Points,Buckley
2021,Tracy K. Smith,Victoria Chang,"Marfa, Texas",New England Review,Chang
2021,Tracy K. Smith,Chen Chen,The School of Eternities,Ploughshares,Chen
2021,Tracy K. Smith,Su Cho,Abecedarian for ESL in West Lafayette Indiana,New England Review,Cho
2021,Tracy K. Smith,Ama Codjoe,After the Apocalypse,The Yale Review,Codjoe
2021,Tracy K. Smith,Henri Cole,Gross National Unhappiness,The American Scholar,Cole
2021,Tracy K. Smith,Billy Collins,On the Deaths of Friends,The Paris Review,Collins
2021,Tracy K. Smith,Adam O. Davis,Interstate Highway System,The Believer,Davis
2021,Tracy K. Smith,Kwame Dawes,Before the Riot,World Literature Today,Dawes
2021,Tracy K. Smith,Toi Derricotte,The Great Beauty,The New Yorker,Derricotte
2021,Tracy K. Smith,Jay Deshpande,A Child's Guide to Grasses,New England Review,Deshpande
2021,Tracy K. Smith,Natalie Diaz,lake-loop,Poem-a-Day,Diaz
2021,Tracy K. Smith,Alex Dimitrov,Love,American Poetry Review,Dimitrov
2021,Tracy K. Smith,Rita Dove,"Naji, 14. Philadelphia",The Paris Review,Dove
2021,Tracy K. Smith,Camille T. Dungy,This'll hurt me more,Literary Hub,Dungy
2021,Tracy K. Smith,Louise Erdrich,Stone Love,Freeman's,Erdrich
2021,Tracy K. Smith,Kathy Fagan,Conqueror,The Kenyon Review,Fagan
2021,Tracy K. Smith,Chanda Feldman,They Ran and Flew from You,Southwest Review,Feldman
2021,Tracy K. Smith,Nikky Finney,I Feel Good,The Atlantic Monthly,Finney
2021,Tracy K. Smith,Nancy Miller Gomez,Tilt-A-Whirl,New Ohio Review,Gomez
2021,Tracy K. Smith,Jorie Graham,I Won't Live Long,The New Yorker,Graham
2021,Tracy K. Smith,Rachel Eliza Griffiths,Hunger,The Paris Review,Griffiths
2021,Tracy K. Smith,Francine J. Harris,"Sonata in F Minor, K. 183: Allegro",The New York Review of Books,Harris
2021,Tracy K. Smith,Terrance Hayes,George Floyd,The New Yorker,Hayes
2021,Tracy K. Smith,Edward Hirsch,Waste Management,Five Points,Hirsch
2021,Tracy K. Smith,Ishion Hutchinson,David,The New York Review of Books,Hutchinson
2021,Tracy K. Smith,Didi Jackson,Two Mule Deer,The Kenyon Review,Jackson
2021,Tracy K. Smith,Major Jackson,Double Major,The Yale Review,Jackson
2021,Tracy K. Smith,Amaud Jamaul Johnson,So Much for America,The Southern Review,Johnson
2021,Tracy K. Smith,Yusef Komunyakaa,Wheelchair,The Paris Review,Komunyakaa
2021,Tracy K. Smith,Dana Levin,Immigrant Song,The Nation,Levin
2021,Tracy K. Smith,Ada Limón,The End of Poetry,The New Yorker,Limón
2021,Tracy K. Smith,James Logenbach,In the Village,American Poetry Review,Logenbach
2021,Tracy K. Smith,Warren C. Longmire,Meditations on a Photograph of Historic Rail Women,American Poetry Review,Longmire
2021,Tracy K. Smith,Emily Lee Luan,When My Sorrow Was Born,New Ohio Review,Luan
2021,Tracy K. Smith,Francisco Márquez,Provincetown,The Common,Márquez
2021,Tracy K. Smith,Dora Malech,All the Stops,The Southampton Review,Malech
2021,Tracy K. Smith,Sally Wen Mao,Playing Dead,The Kenyon Review,Mao
2021,Tracy K. Smith,Hannah Marshall,This Is a Love Poem to Trees,New Ohio Review,Marshall
2021,Tracy K. Smith,Shane McCrae,The Hastily Assembled Angel on Care and Vitality,The Yale Review,McCrae
2021,Tracy K. Smith,Lupe Mendez,There Is Only You,Green Mountains Review,Mendez
2021,Tracy K. Smith,Francine Merasty,Since Time Immemorial,Alaska Quarterly Review,Merasty
2021,Tracy K. Smith,Yesenia Montilla,a brief meditation on breath,Poem-a-Day,Montilla
2021,Tracy K. Smith,Kamilah Aisha Moon,Irony,American Poetry Review,Moon
2021,Tracy K. Smith,Stanley Moss,A Smiling Understanding,The Nation,Moss
2021,Tracy K. Smith,Dg Nanouk Okpik,When White Hawks Come,Poem-a-Day,Okpik
2021,Tracy K. Smith,Cecily Parks,December,The New Yorker,Parks
2021,Tracy K. Smith,Patrick Phillips,Elegy with Table Saw & Cobwebs,New England Review,Phillips
