poet_id,nom_canonique,poetry_magazine,american_poetry_review,kenyon_review,prairie_schooner
613,Jake Zeitlin,[],[],[],[]
614,Rafael Zepeda,[],[],[],[]
615,Al Zolynas,[],[],[],[]
616,Ed Smith,[],[],[],[]
617,Goldie the Poet,[],[],[],[]
618,Aram Saroyan,"[1964, 1966, 1967, 1968, 1970, 1974, 2021]",[2008],[],[]
619,Jenuine Poetess,[],[],[],[]
620,A Kold Piece,[],[],[],[]
621,Father Amde,[],[],[],[]
622,October B.L.U.,[],[],[],[]
623,Charlotte Sista C Ferrell,[],[],[],[]
624,Adolphus McDuffie Jr.,[],[],[],[]
625,Susannah Foster,[],[],[],[]
